Date,Mid Point
2019-08-09,29583.5
2019-08-16,29097
2019-08-19,29163.5
2019-08-20,29990.5
2019-08-21,30696
2019-08-22,31428.5
2019-08-23,31617
2019-08-26,30935.5
2019-08-27,30553
2019-08-28,30611.5
2019-08-29,30398.5
2019-08-30,29915.5
2019-09-02,29864.5
2019-09-03,29933.5
2019-09-04,30027.5
2019-09-05,30230
2019-09-06,30341
2019-09-11,30711
2019-09-12,31251
2019-09-13,31514
2019-09-16,31705
2019-09-17,31919
2019-09-18,31732.5
2019-09-19,31870
2019-09-20,32147.5
2019-09-23,31931
2019-09-24,31790
2019-09-25,31697
2019-09-26,31499.5
2019-09-27,31752.5
2019-09-30,32075
2019-10-01,32166.5
2019-10-02,32308.5
2019-10-03,32557.5
2019-10-04,32892.5
2019-10-07,33335
2019-10-08,33557
2019-10-09,33500.5
2019-10-10,33776
2019-10-11,34252
2019-10-14,34331
2019-10-15,34135
2019-10-16,34182.5
2019-10-17,34090
2019-10-18,33884.5
2019-10-21,33477.5
2019-10-22,33142
2019-10-23,33319.5
2019-10-24,33601.5
2019-10-25,33710.5
2019-10-28,33760
2019-10-29,33830
2019-10-30,33779.5
2019-10-31,33982.5
2019-11-01,34291
2019-11-04,34828
2019-11-05,35318
2019-11-06,35505.5
2019-11-07,35706
2019-11-08,35868.5
2019-11-11,36390.5
2019-11-12,36784.5
2019-11-13,36966.5
2019-11-14,37205
2019-11-15,37413.5
2019-11-18,37998
2019-11-19,38488
2019-11-20,38301
2019-11-21,37569.5
2019-11-22,37513.5
2019-11-25,38069
2019-11-26,38003.5
2019-11-27,37959
2019-11-28,38414.5
2019-11-29,38997
2019-12-02,39706
2019-12-03,39956.5
2019-12-04,40030
2019-12-05,40456
2019-12-06,40686.5
2019-12-09,40587.5
2019-12-10,40554
2019-12-11,40598
2019-12-12,40522.5
2019-12-13,40715.5
2019-12-16,41281
2019-12-17,41707
2019-12-18,41686.5
2019-12-19,41129.5
2019-12-20,40744
2019-12-23,40420.5
2019-12-24,40168
2019-12-26,40728
2019-12-27,40988.5
2019-12-30,40868.5
2019-12-31,40811.5
